,branchid,branchname,siteid,tenkho,class,invtid,tensanpham,tenspviettat,stkunit,quycachdonggoi,quycachthung,lotsernbr,expdate,sothangconlai,tondau,nhapmuahang,"nhapkhacnhap,chuyen,dieuchinh",xuatban,nhaptra,"xuatkhacxuat,chuyen,dieuchinh",dcbbxuat,dcbbnhap,toncuoi,sltreohoadonao,sltreochuataohoadon,toncuoisosach,giaban,tttoncuoi
2234,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL064,TGT Merika Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
2235,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL065,TGT Merika Probiotic,,Tờ,Đang cập nhật,,000,2025-01-01,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
2236,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL069,TGT Metobra,,Tờ,Đang cập nhật,,000,2025-01-01,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
2237,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL075,TGT Metodex SPS,,Tờ,Đang cập nhật,,000,2025-01-01,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0
2238,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL077,TGT Sathom A5,,Tờ,Đang cập nhật,,000,2025-01-01,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0
2239,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL083,TGT Syseye,,Tờ,Đang cập nhật,,000,2025-01-01,,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0
2240,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL084,Sticker Syseye,,Con,Đang cập nhật,,000,2025-01-01,,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0
2241,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL085,TGT Medoral (RHM),,Tờ,Đang cập nhật,,000,2025-01-01,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0
2242,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL086,TGT Meclonate,,Tờ,Đang cập nhật,,000,2025-01-01,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0
2243,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL087,Sticker Medoral,,Con,Đang cập nhật,,000,2025-01-01,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,0.0
2244,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL088,Sticker  Meclonate,,Con,Đang cập nhật,,000,2025-01-01,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2245,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL090,Sticker  Olevid,,Con,Đang cập nhật,,000,2025-01-01,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
2246,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL091,Sticker  Vitol,,Con,Đang cập nhật,,000,2025-01-01,,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0
2247,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01EL097,Sticker Metiny,,Con,Đang cập nhật,,000,2025-01-01,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
2248,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES037,Sticker Grafort (nhỏ),,Con,Đang cập nhật,,000,2025-01-01,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
2249,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES044,Sticker HemoQ-Mom,,Con,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
2250,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES047,Sticker Shema,,Con,Đang cập nhật,,000,2025-01-01,,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,1008.0,0.0,0.0
2251,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES052,Sticker Mecefix B.E 50mg,,Con,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
2252,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES056,Sticker Mecefix B.E 250mg,,Con,Đang cập nhật,,000,2025-01-01,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0
2253,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES057,Sticker Efodyl 125 mg,,Tờ,Đang cập nhật,,000,2025-01-01,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0
2254,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES058,Sticker Efodyl 250mg (viên),,Con,Đang cập nhật,,000,2025-01-01,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,600.0,0.0,0.0
2255,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01ES060,Sticker Efodyl 500mg,,Con,Đang cập nhật,,000,2025-01-01,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0
2256,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01MP104,TGT Shema A5,,Tờ,Đang cập nhật,,000,2025-01-01,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0
2257,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V01OL007,TGT Xisat (new),,Tờ,Đang cập nhật,,000,2025-01-01,,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,0.0,0.0
2258,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG041,Nón bảo hiểm Rosa - RLW,,Cái,Đang cập nhật,,000,2025-01-01,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
2259,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG051,Khăn giây ướt,,Cái,Đang cập nhật,,000,2025-01-01,,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,198.0,0.0,0.0
2260,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG063,Nước rửa tay Green Cross 250ml,,Chai,Đang cập nhật,,000,2025-01-01,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0
2261,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG069,áo Mưa Cánh Dơi (Nam),,Cái,Đang cập nhật,,000,2025-01-01,,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,-10.0,0.0,108.0,0.0,0.0
2262,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG132,Bình nước lock&lock,,Hộp,Đang cập nhật,,000,2025-01-01,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0
2263,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG137,Sổ tay nâu,,Quyển,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
2264,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V02EG142,USB 8G Pha Lê,,Cái,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
2265,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V03MK042,Bút Meseca,,Cây,Đang cập nhật,,000,2025-01-01,,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,0.0,0.0,1871.0,0.0,0.0
2266,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,V03MK045,Túi Vải Merap (màu trắng),,Cái,Đang cập nhật,,000,2025-01-01,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0
2267,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT003001,TGT Stomex,,Tờ,Đang cập nhật,,000,2025-01-01,,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0,0.0,0.0
2268,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT00651,Bút Meseca Fort,,Cây,Đang cập nhật,,000,2025-01-01,,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.0,0.0,0.0,1293.0,0.0,0.0
2269,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT00653,Bút Aquima,,Cây,Đang cập nhật,,000,2025-01-01,,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,1862.0,0.0,0.0
2270,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT00654,Bút Metoxa,,Cây,Đang cập nhật,,000,2025-01-01,,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,127.0,0.0,0.0
2271,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT01906,Ly thủy tinh Luminarc 320ml,,Bộ,Đang cập nhật,,000,2025-01-01,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
2272,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT03121,Chén cơm Camela chỉ xanh dương 12cm in logo (6cái/bộ),,Bộ,Đang cập nhật,,000,2025-01-01,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
2273,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT03122,Bộ kềm nghĩa (3 món),,Bộ,Đang cập nhật,,000,2025-01-01,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0
2274,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04569,TGT Medoral (TMH),,Tờ,Đang cập nhật,,000,2025-01-01,,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,145.0,0.0,0.0
2275,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04579,TGT Etobat,,Tờ,Đang cập nhật,,000,2025-01-01,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
2276,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04600,TGT Efodyl 125,,Tờ,Đang cập nhật,,000,2025-01-01,,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,274.0,0.0,0.0
2277,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04617,TGT Cebest,,Tờ,Đang cập nhật,,000,2025-01-01,,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,501.0,0.0,0.0
2278,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04618,Bút Cebest,,Cây,Đang cập nhật,,000,2025-01-01,,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,0.0,1930.0,0.0,0.0
2279,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04622,TGT Meseca Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0
2280,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04628,Sticker Cebest,,Tờ,Đang cập nhật,,000,2025-01-01,,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,1002.0,0.0,0.0
2281,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04630,Sticker Meseca Fort,,Tờ,Đang cập nhật,,000,2025-01-01,,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,173.0,0.0,0.0
2282,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04651,TGT Metoxa,,Tờ,Đang cập nhật,,000,2025-01-01,,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,130.0,0.0,0.0
2283,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04652,TGT Aquima,,Tờ,Đang cập nhật,,000,2025-01-01,,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0
2284,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04653,TGT Vitol (A4) new,,Tờ,Đang cập nhật,,000,2025-01-01,,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0
2285,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04679,Sticker Aquima,,Con,Đang cập nhật,,000,2025-01-01,,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0
2286,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04680,Sticker Metoxa,,Con,Đang cập nhật,,000,2025-01-01,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0
2287,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04688,TGT Ebysta,,Tờ,Đang cập nhật,,000,2025-01-01,,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,237.0,0.0,0.0
2288,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04691,TGT Mepatyl,,Tờ,Đang cập nhật,,000,2025-01-01,,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,290.0,0.0,0.0
2289,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04692,Sticker Mepatyl,,Con,Đang cập nhật,,000,2025-01-01,,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,775.0,0.0,0.0
2290,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04694,TGT Fiora,,Tờ,Đang cập nhật,,000,2025-01-01,,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0
2291,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04695,TGT Scofi,,Tờ,Đang cập nhật,,000,2025-01-01,,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0
2292,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04696,Set khẩu trang kháng khuẩn 3 lớp (nam),,Bộ,Đang cập nhật,,000,2025-01-01,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0
2293,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04697,Set khẩu trang kháng khuẩn 3 lớp (nữ),,Bộ,Đang cập nhật,,000,2025-01-01,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
2294,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04699,Túi giấy Medoral,,Cái,Đang cập nhật,,000,2025-01-01,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0
2295,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04701,TGT Pemolip,,Tờ,Đang cập nhật,,000,2025-01-01,,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0
2296,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04702,Sticker Ebysta,,Con,Đang cập nhật,,000,2025-01-01,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,0.0
2297,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04703,Sticker Fiora,,Con,Đang cập nhật,,000,2025-01-01,,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,1106.0,0.0,0.0
2298,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04704,Sticker Scofi,,Con,Đang cập nhật,,000,2025-01-01,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0
2299,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04707,Bút Ebysta,,Cây,Đang cập nhật,,000,2025-01-01,,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,0.0,0.0,982.0,0.0,0.0
2300,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04708,Bút Fiora,,Cây,Đang cập nhật,,000,2025-01-01,,2694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.0,0.0,0.0,2694.0,0.0,0.0
2301,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04710,Bút Scofi,,Cây,Đang cập nhật,,000,2025-01-01,,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,784.0,0.0,0.0
2302,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04735,Sticker Kofio,,Con,Đang cập nhật,,000,2025-01-01,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0
2303,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0190,Kho Vật tư HOANG TRUNG THANH tại Đồng Nai,Vật Tư Trình Dược,VT04736,TGT Kofio,,Tờ,Đang cập nhật,,000,2025-01-01,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0
2304,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0191,Kho Vật tư NGO TIEN VU tại Nghệ An,Vật Tư Trình Dược,V01EB058,Bút Mecefix B.E,,Cây,Đang cập nhật,,000,2025-01-01,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0
2305,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0191,Kho Vật tư NGO TIEN VU tại Nghệ An,Vật Tư Trình Dược,V01EB059,Bút Efodyl,,Cây,Đang cập nhật,,000,2025-01-01,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0
2306,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0191,Kho Vật tư NGO TIEN VU tại Nghệ An,Vật Tư Trình Dược,V01EB087,Bút Xisat XP,,Cây,Đang cập nhật,,000,2025-01-01,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
2307,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0191,Kho Vật tư NGO TIEN VU tại Nghệ An,Vật Tư Trình Dược,V01EB106,Bút Metodex SPS,,Cây,Đang cập nhật,,000,2025-01-01,,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0
2308,MR0001,CÔNG TY CỔ PHẦN DƯỢC PHA NAM,WH0191,Kho Vật tư NGO TIEN VU tại Nghệ An,Vật Tư Trình Dược,V01EB108,Bút Syseye - màu xanh,,Cây,Đang cập nhật,,000,2025-01-01,,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,0.0,0.0
